transaction_id,customer_id,transaction_date,merchant,category,amount,state,is_fraud
T001124,C0061,2024-11-06,Dominion Energy,Utilities,189.68,MD,0
T001125,C0154,2024-05-09,Whole Foods,Groceries,110.82,NY,0
T001126,C0102,2024-10-13,Walgreens,Healthcare,21.93,VA,0
T001127,C0044,2024-08-27,Dominion Energy,Utilities,52.43,DC,0
T001128,C0136,2024-05-13,BP,Gas,27.01,FL,0
T001129,C0033,2024-07-03,Dominion Energy,Utilities,187.46,TX,0
T001130,C0068,2024-08-11,Walmart,Shopping,447.95,FL,0
T001131,C0126,2024-01-28,Airbnb,Travel,191.69,MD,0
T001132,C0047,2024-05-13,Kroger,Groceries,49.44,VA,0
T001133,C0030,2024-08-14,Verizon,Utilities,90.61,FL,0
T001134,C0125,2024-02-27,DC Water,Utilities,173.79,DC,0
T001135,C0032,2024-04-14,CVS Pharmacy,Healthcare,261.77,VA,0
T001136,C0044,2024-10-25,Target,Shopping,2417.12,DC,1
T001137,C0047,2024-05-06,Shell,Gas,66.1,VA,0
T001138,C0085,2024-12-14,Safeway,Groceries,196.64,VA,0
T001139,C0096,2024-03-19,McDonalds,Dining,13.18,FL,0
T001140,C0182,2024-11-17,DC Water,Utilities,192.38,TX,0
T001141,C0002,2024-12-01,CVS Pharmacy,Healthcare,190.49,CA,0
T001142,C0188,2024-01-25,Marriott,Travel,651.17,NY,0
T001143,C0015,2024-02-17,Local Bistro,Dining,53.87,CA,0
T001144,C0198,2024-01-11,Shell,Gas,71.14,DC,0
T001145,C0200,2024-11-27,ExxonMobil,Gas,65.15,NY,0
T001146,C0031,2024-08-09,Best Buy,Shopping,371.91,NY,0
T001147,C0176,2024-12-06,Uber,Travel,122.08,VA,0
T001148,C0052,2024-07-17,DC Water,Utilities,110.99,CA,0
T001149,C0109,2024-07-07,Local Bistro,Dining,77.53,NY,0
T001150,C0110,2024-09-19,Chipotle,Dining,47.59,VA,0
T001151,C0058,2024-09-26,Airbnb,Travel,522.17,IL,0
T001152,C0075,2024-02-10,DC Water,Utilities,184.23,VA,0
T001153,C0039,2024-05-07,Uber,Travel,442.32,CA,0
T001154,C0013,2024-09-19,Chipotle,Dining,21.84,MD,0
T001155,C0025,2024-06-30,Dominion Energy,Utilities,73.33,TX,0
T001156,C0129,2024-12-04,Whole Foods,Groceries,103.32,NY,0
T001157,C0101,2024-08-01,Whole Foods,Groceries,177.82,CA,0
T001158,C0151,2024-11-15,DC Water,Utilities,167.33,IL,0
T001159,C0048,2024-02-10,AMC Theaters,Entertainment,46.09,MD,0
T001160,C0173,2024-09-30,Local Bistro,Dining,11.97,FL,0
T001161,C0004,2024-08-23,Airbnb,Travel,568.85,MD,0
T001162,C0191,2024-11-12,Dominion Energy,Utilities,168.23,VA,0
T001163,C0177,2024-02-14,ExxonMobil,Gas,779.78,NY,1
T001164,C0005,2024-04-17,Netflix,Entertainment,31.46,VA,0
T001165,C0062,2024-02-14,BP,Gas,38.06,IL,0
T001166,C0122,2024-02-29,Shell,Gas,29.97,CA,0
T001167,C0180,2024-08-29,DC Water,Utilities,33.34,IL,0
T001168,C0063,2024-10-18,Spotify,Entertainment,50.62,DC,0
T001169,C0086,2024-11-18,Whole Foods,Groceries,172.57,MD,0
T001170,C0107,2024-01-19,Dominion Energy,Utilities,112.87,MD,0
T001171,C0152,2024-02-01,Comcast,Utilities,119.81,IL,0
T001172,C0081,2024-11-27,McDonalds,Dining,55.89,IL,0
T001173,C0127,2024-12-23,Urgent Care,Healthcare,136.51,DC,0
T001174,C0186,2024-06-25,Steam,Entertainment,29.1,IL,0
T001175,C0151,2024-03-08,Urgent Care,Healthcare,266.12,IL,0
T001176,C0100,2024-08-29,ExxonMobil,Gas,67.99,IL,0
T001177,C0160,2024-12-19,Spotify,Entertainment,46.21,CA,0
T001178,C0034,2024-03-21,Marriott,Travel,504.31,MD,0
T001179,C0107,2024-04-30,Dominion Energy,Utilities,65.6,MD,0
T001180,C0005,2024-07-01,LabCorp,Healthcare,206.31,VA,0
T001181,C0129,2024-06-21,Whole Foods,Groceries,97.51,NY,0
T001182,C0031,2024-05-12,Steam,Entertainment,59.65,NY,0
T001183,C0197,2024-03-18,Safeway,Groceries,173.61,FL,0
T001184,C0155,2024-08-12,Chipotle,Dining,97.89,CA,0
T001185,C0194,2024-11-08,Chipotle,Dining,77.06,NY,0
T001186,C0027,2024-03-26,Whole Foods,Groceries,133.39,MD,0
T001187,C0093,2024-12-28,Uber,Travel,381.14,VA,0
T001188,C0188,2024-11-27,Starbucks,Dining,50.01,NY,0
T001189,C0032,2024-07-31,Steam,Entertainment,2587.03,VA,1
T001190,C0122,2024-09-15,LabCorp,Healthcare,59.67,CA,0
T001191,C0184,2024-11-18,ExxonMobil,Gas,59.9,NY,0
T001192,C0193,2024-03-11,BP,Gas,68.11,IL,0
T001193,C0105,2024-01-16,Dominion Energy,Utilities,105.24,DC,0
T001194,C0184,2024-06-22,Chipotle,Dining,44.63,NY,0
T001195,C0043,2024-07-20,Shell,Gas,65.55,VA,0
T001196,C0165,2024-11-19,Delta Airlines,Travel,785.04,FL,0
T001197,C0134,2024-07-24,Best Buy,Shopping,444.6,DC,0
T001198,C0078,2024-01-05,LabCorp,Healthcare,249.83,IL,0
T001199,C0157,2024-08-16,Airbnb,Travel,532.91,FL,0
T001200,C0160,2024-11-28,Dominion Energy,Utilities,98.77,CA,0
T001201,C0078,2024-10-02,Chipotle,Dining,46.79,IL,0
T001202,C0190,2024-04-19,Uber,Travel,119.61,NY,0
T001203,C0134,2024-01-12,Walgreens,Healthcare,18.09,DC,0
T001204,C0152,2024-06-04,Target,Shopping,367.36,IL,0
T001205,C0029,2024-05-12,Safeway,Groceries,132.86,NY,0
T001206,C0013,2024-06-01,Local Bistro,Dining,1347.45,MD,1
T001207,C0061,2024-06-02,Spotify,Entertainment,20.65,MD,0
T001208,C0184,2024-09-23,Airbnb,Travel,603.13,NY,0
T001209,C0133,2024-08-20,Spotify,Entertainment,10.39,VA,0
T001210,C0106,2024-02-01,Chipotle,Dining,56.74,MD,0
T001211,C0055,2024-07-08,Verizon,Utilities,145.06,NY,0
T001212,C0144,2024-10-26,ExxonMobil,Gas,49.93,TX,0
T001213,C0113,2024-03-24,DC Water,Utilities,54.54,TX,0
T001214,C0183,2024-12-26,Comcast,Utilities,117.24,NY,0
T001215,C0178,2024-08-30,Steam,Entertainment,6.79,TX,0
T001216,C0144,2024-11-04,CVS Pharmacy,Healthcare,257.17,TX,0
T001217,C0095,2024-09-24,Amazon,Shopping,89.35,IL,0
T001218,C0096,2024-09-05,Walmart,Shopping,28.57,FL,0
T001219,C0151,2024-06-05,Shell,Gas,73.34,IL,0
T001220,C0190,2024-03-03,Verizon,Utilities,123.08,NY,0
T001221,C0012,2024-10-20,Chevron,Gas,38.58,NY,0
T001222,C0087,2024-11-06,Chevron,Gas,27.97,TX,0
T001223,C0163,2024-12-07,DC Water,Utilities,106.34,MD,0
T001224,C0084,2024-07-17,Local Bistro,Dining,35.61,FL,0
T001225,C0139,2024-05-22,Kroger,Groceries,136.26,TX,0
T001226,C0182,2024-10-14,Safeway,Groceries,136.13,TX,0
T001227,C0022,2024-10-18,Netflix,Entertainment,33.7,NY,0
T001228,C0129,2024-12-03,Whole Foods,Groceries,188.51,NY,0
T001229,C0005,2024-05-05,Target,Shopping,417.4,VA,0
T001230,C0149,2024-09-30,Verizon,Utilities,133.17,NY,0
T001231,C0012,2024-06-23,Verizon,Utilities,104.29,NY,0
T001232,C0136,2024-05-11,Urgent Care,Healthcare,36.4,FL,0
T001233,C0139,2024-03-14,Uber,Travel,187.0,TX,0
T001234,C0040,2024-12-13,Best Buy,Shopping,97.06,FL,0
T001235,C0084,2024-01-30,Delta Airlines,Travel,273.52,FL,0
T001236,C0037,2024-05-12,ExxonMobil,Gas,42.53,IL,0
T001237,C0031,2024-05-02,Trader Joes,Groceries,155.38,NY,0
T001238,C0127,2024-05-17,Shell,Gas,23.64,DC,0
T001239,C0105,2024-01-15,Local Bistro,Dining,54.82,DC,0
T001240,C0005,2024-05-06,Amazon,Shopping,385.04,VA,0
T001241,C0033,2024-08-16,Best Buy,Shopping,55.7,TX,0
T001242,C0053,2024-10-03,Uber,Travel,788.98,DC,0
T001243,C0138,2024-01-22,Chevron,Gas,20.06,DC,0
T001244,C0159,2024-01-01,Target,Shopping,44.18,CA,0
T001245,C0070,2024-06-28,Best Buy,Shopping,423.58,IL,0
T001246,C0131,2024-03-23,Amazon,Shopping,373.5,CA,0
T001247,C0077,2024-12-23,Local Bistro,Dining,23.53,NY,0
T001248,C0143,2024-04-17,Best Buy,Shopping,311.07,NY,0
T001249,C0082,2024-12-28,LabCorp,Healthcare,141.29,MD,0
T001250,C0083,2024-08-23,Walgreens,Healthcare,288.11,FL,0
T001251,C0178,2024-11-07,Delta Airlines,Travel,407.4,TX,0
T001252,C0173,2024-10-11,Airbnb,Travel,721.45,FL,0
T001253,C0196,2024-11-28,Shell,Gas,59.08,TX,0
T001254,C0172,2024-06-29,Verizon,Utilities,195.25,NY,0
T001255,C0154,2024-03-31,Urgent Care,Healthcare,253.35,NY,0
T001256,C0003,2024-07-08,Local Bistro,Dining,112.99,DC,0
T001257,C0057,2024-12-14,Safeway,Groceries,185.85,VA,0
T001258,C0024,2024-04-29,Target,Shopping,490.36,TX,0
T001259,C0010,2024-12-26,Best Buy,Shopping,357.88,DC,0
T001260,C0051,2024-05-22,Shell,Gas,54.15,DC,0
T001261,C0142,2024-02-03,AMC Theaters,Entertainment,37.35,VA,0
T001262,C0033,2024-09-24,Target,Shopping,368.52,TX,0
T001263,C0174,2024-12-14,Safeway,Groceries,120.82,DC,0
T001264,C0110,2024-08-09,Safeway,Groceries,171.98,VA,0
T001265,C0032,2024-07-04,DC Water,Utilities,117.93,VA,0
T001266,C0185,2024-05-22,Netflix,Entertainment,55.51,VA,0
T001267,C0081,2024-04-09,Kroger,Groceries,80.25,IL,0
T001268,C0007,2024-02-08,Steam,Entertainment,55.43,VA,0
T001269,C0085,2024-11-16,Amazon,Shopping,1579.87,VA,1
T001270,C0007,2024-05-06,LabCorp,Healthcare,41.27,VA,0
T001271,C0088,2024-09-23,Safeway,Groceries,162.94,NY,0
T001272,C0199,2024-11-16,Verizon,Utilities,105.9,IL,0
T001273,C0016,2024-06-09,Kroger,Groceries,180.22,IL,0
T001274,C0033,2024-01-29,Kroger,Groceries,74.26,TX,0
T001275,C0017,2024-10-13,Chipotle,Dining,15.74,FL,0
T001276,C0103,2024-04-29,Local Bistro,Dining,105.1,VA,0
T001277,C0160,2024-07-15,Kroger,Groceries,103.56,CA,0
T001278,C0159,2024-11-29,McDonalds,Dining,113.13,CA,0
T001279,C0117,2024-02-25,Walgreens,Healthcare,39.78,MD,0
T001280,C0018,2024-11-22,AMC Theaters,Entertainment,32.99,CA,0
T001281,C0124,2024-05-04,Comcast,Utilities,53.4,CA,0
T001282,C0033,2024-09-19,Best Buy,Shopping,480.47,TX,0
T001283,C0080,2024-08-28,Marriott,Travel,281.51,IL,0
T001284,C0095,2024-01-30,Trader Joes,Groceries,62.73,IL,0
T001285,C0144,2024-06-25,Kroger,Groceries,55.17,TX,0
T001286,C0052,2024-04-06,McDonalds,Dining,83.46,CA,0
T001287,C0120,2024-11-11,LabCorp,Healthcare,96.89,NY,0
T001288,C0027,2024-09-10,Verizon,Utilities,1057.56,MD,1
T001289,C0059,2024-05-02,Comcast,Utilities,111.73,TX,0
T001290,C0085,2024-07-23,BP,Gas,31.05,VA,0
T001291,C0093,2024-07-02,Whole Foods,Groceries,25.4,VA,0
T001292,C0075,2024-11-19,Comcast,Utilities,129.57,VA,0
T001293,C0012,2024-04-11,Trader Joes,Groceries,71.14,NY,0
T001294,C0068,2024-10-10,Uber,Travel,234.47,FL,0
T001295,C0046,2024-01-11,Amazon,Shopping,418.25,IL,0
T001296,C0168,2024-04-17,McDonalds,Dining,43.56,TX,0
T001297,C0096,2024-12-30,Airbnb,Travel,99.03,FL,0
T001298,C0034,2024-09-29,AMC Theaters,Entertainment,25.8,MD,0
T001299,C0154,2024-01-24,BP,Gas,65.78,NY,0
T001300,C0138,2024-06-16,Target,Shopping,134.88,DC,0
T001301,C0072,2024-04-17,Airbnb,Travel,595.47,VA,0
T001302,C0170,2024-09-17,Starbucks,Dining,52.69,FL,0
T001303,C0193,2024-09-22,Urgent Care,Healthcare,144.64,IL,0
T001304,C0096,2024-08-30,DC Water,Utilities,75.62,FL,0
T001305,C0150,2024-04-22,Trader Joes,Groceries,181.08,MD,0
T001306,C0061,2024-06-05,BP,Gas,45.5,MD,0
T001307,C0041,2024-10-08,LabCorp,Healthcare,34.58,TX,0
T001308,C0076,2024-04-27,Dominion Energy,Utilities,129.27,VA,0
T001309,C0160,2024-08-18,Urgent Care,Healthcare,145.59,CA,0
T001310,C0128,2024-07-14,LabCorp,Healthcare,17.17,NY,0
T001311,C0068,2024-02-12,McDonalds,Dining,42.4,FL,0
T001312,C0140,2024-04-26,McDonalds,Dining,20.83,DC,0
T001313,C0010,2024-04-10,Spotify,Entertainment,42.13,DC,0
T001314,C0191,2024-12-27,Target,Shopping,307.96,VA,0
T001315,C0193,2024-06-02,Amazon,Shopping,151.69,IL,0
T001316,C0104,2024-08-29,Shell,Gas,59.25,IL,0
T001317,C0039,2024-04-26,BP,Gas,63.4,CA,0
T001318,C0060,2024-06-23,DC Water,Utilities,164.63,VA,0
T001319,C0049,2024-04-17,Chevron,Gas,46.32,CA,0
T001320,C0008,2024-10-22,Walgreens,Healthcare,263.39,FL,0
T001321,C0189,2024-12-03,Kroger,Groceries,170.17,FL,0
T001322,C0108,2024-12-19,Chevron,Gas,52.26,FL,0
T001323,C0006,2024-03-19,Trader Joes,Groceries,195.9,NY,0
T001324,C0146,2024-04-14,Chevron,Gas,76.92,DC,0
T001325,C0099,2024-02-25,Steam,Entertainment,23.09,FL,0
T001326,C0164,2024-03-28,Amazon,Shopping,65.59,NY,0
T001327,C0009,2024-04-05,Verizon,Utilities,63.83,CA,0
T001328,C0099,2024-04-29,Target,Shopping,156.19,FL,0
T001329,C0117,2024-09-22,Safeway,Groceries,21.99,MD,0
T001330,C0106,2024-02-26,BP,Gas,27.75,MD,0
T001331,C0191,2024-04-15,Local Bistro,Dining,24.29,VA,0
T001332,C0111,2024-11-05,Comcast,Utilities,127.77,FL,0
T001333,C0052,2024-04-13,Dominion Energy,Utilities,31.27,CA,0
T001334,C0017,2024-09-26,BP,Gas,39.73,FL,0
T001335,C0126,2024-10-21,DC Water,Utilities,36.64,MD,0
T001336,C0166,2024-12-24,Dominion Energy,Utilities,173.25,NY,0
T001337,C0101,2024-05-07,Airbnb,Travel,184.68,CA,0
T001338,C0111,2024-12-03,DC Water,Utilities,61.19,FL,0
T001339,C0101,2024-03-21,Trader Joes,Groceries,69.28,CA,0
T001340,C0075,2024-09-09,Starbucks,Dining,55.24,VA,0
T001341,C0032,2024-02-23,CVS Pharmacy,Healthcare,156.27,VA,0
T001342,C0105,2024-05-09,Comcast,Utilities,65.25,DC,0
T001343,C0007,2024-07-14,Local Bistro,Dining,47.8,VA,0
T001344,C0050,2024-01-06,Shell,Gas,35.04,MD,0
T001345,C0035,2024-09-05,Urgent Care,Healthcare,143.79,TX,0
T001346,C0169,2024-03-12,Steam,Entertainment,30.89,CA,0
T001347,C0042,2024-11-06,Delta Airlines,Travel,125.39,IL,0
T001348,C0137,2024-02-09,BP,Gas,1183.13,MD,1
T001349,C0113,2024-04-20,Walgreens,Healthcare,217.18,TX,0
T001350,C0137,2024-12-22,Steam,Entertainment,7.63,MD,0
T001351,C0134,2024-12-19,Local Bistro,Dining,43.92,DC,0
T001352,C0002,2024-04-13,Kroger,Groceries,187.19,CA,0
T001353,C0062,2024-01-09,Netflix,Entertainment,28.19,IL,0
T001354,C0087,2024-04-22,Netflix,Entertainment,57.73,TX,0
T001355,C0171,2024-01-23,Marriott,Travel,361.76,CA,0
T001356,C0084,2024-11-15,Walgreens,Healthcare,70.06,FL,0
T001357,C0110,2024-04-19,Starbucks,Dining,21.65,VA,0
T001358,C0004,2024-01-07,ExxonMobil,Gas,43.35,MD,0
T001359,C0017,2024-01-23,Walmart,Shopping,47.66,FL,0
T001360,C0078,2024-12-30,Verizon,Utilities,121.15,IL,0
T001361,C0146,2024-02-18,Uber,Travel,499.9,DC,0
T001362,C0179,2024-06-19,BP,Gas,30.52,IL,0
T001363,C0177,2024-02-04,Urgent Care,Healthcare,107.18,NY,0
T001364,C0150,2024-09-18,DC Water,Utilities,138.9,MD,0
T001365,C0151,2024-01-11,Trader Joes,Groceries,130.94,IL,0
T001366,C0080,2024-05-04,Steam,Entertainment,39.09,IL,0
T001367,C0096,2024-04-13,Dominion Energy,Utilities,55.78,FL,0
T001368,C0010,2024-06-17,Steam,Entertainment,12.38,DC,0
T001369,C0195,2024-11-27,Kroger,Groceries,166.29,DC,0
T001370,C0059,2024-05-04,LabCorp,Healthcare,69.69,TX,0
T001371,C0171,2024-11-07,AMC Theaters,Entertainment,53.0,CA,0
T001372,C0047,2024-02-03,Verizon,Utilities,177.88,VA,0
T001373,C0050,2024-04-14,Trader Joes,Groceries,42.6,MD,0
T001374,C0141,2024-09-16,AMC Theaters,Entertainment,9.3,VA,0
T001375,C0080,2024-05-05,Marriott,Travel,368.01,IL,0
T001376,C0078,2024-11-21,Best Buy,Shopping,112.68,IL,0
T001377,C0124,2024-07-22,McDonalds,Dining,51.55,CA,0
T001378,C0109,2024-09-03,BP,Gas,21.19,NY,0
T001379,C0022,2024-10-10,Target,Shopping,367.42,NY,0
T001380,C0119,2024-05-25,Best Buy,Shopping,196.95,DC,0
T001381,C0019,2024-08-28,Walgreens,Healthcare,66.76,TX,0
T001382,C0002,2024-09-08,Safeway,Groceries,92.82,CA,0
T001383,C0102,2024-09-07,Urgent Care,Healthcare,99.27,VA,0
T001384,C0019,2024-03-04,Shell,Gas,43.09,TX,0
T001385,C0050,2024-06-27,ExxonMobil,Gas,50.58,MD,0
T001386,C0177,2024-11-29,CVS Pharmacy,Healthcare,121.75,NY,0
T001387,C0064,2024-01-18,Steam,Entertainment,55.68,IL,0
T001388,C0181,2024-05-13,Trader Joes,Groceries,128.98,MD,0
T001389,C0038,2024-11-04,Target,Shopping,295.5,DC,0
T001390,C0042,2024-02-17,Whole Foods,Groceries,135.99,IL,0
T001391,C0102,2024-08-04,Starbucks,Dining,28.24,VA,0
T001392,C0178,2024-10-27,Best Buy,Shopping,164.37,TX,0
T001393,C0187,2024-11-21,Chipotle,Dining,72.99,MD,0
T001394,C0037,2024-07-22,Target,Shopping,921.0,IL,1
T001395,C0126,2024-02-05,Whole Foods,Groceries,159.27,MD,0
T001396,C0107,2024-03-28,Best Buy,Shopping,100.55,MD,0
T001397,C0035,2024-04-03,Steam,Entertainment,32.64,TX,0
T001398,C0146,2024-04-12,AMC Theaters,Entertainment,8.24,DC,0
T001399,C0195,2024-07-28,Spotify,Entertainment,29.24,DC,0
T001400,C0028,2024-05-30,Delta Airlines,Travel,114.28,DC,0
T001401,C0017,2024-10-26,CVS Pharmacy,Healthcare,78.09,FL,0
T001402,C0195,2024-02-01,Chipotle,Dining,39.27,DC,0
T001403,C0171,2024-04-18,Whole Foods,Groceries,2007.46,CA,1
T001404,C0195,2024-08-30,Best Buy,Shopping,382.1,DC,0
T001405,C0087,2024-06-10,LabCorp,Healthcare,246.89,TX,0
T001406,C0171,2024-11-08,Chevron,Gas,23.43,CA,0
T001407,C0085,2024-08-21,Chipotle,Dining,105.76,VA,0
T001408,C0036,2024-09-28,Whole Foods,Groceries,70.3,IL,0
T001409,C0064,2024-11-12,Urgent Care,Healthcare,208.99,IL,0
T001410,C0132,2024-01-02,BP,Gas,79.17,FL,0
T001411,C0083,2024-01-24,Safeway,Groceries,194.53,FL,0
T001412,C0174,2024-11-06,Comcast,Utilities,112.37,DC,0
T001413,C0021,2024-08-31,Urgent Care,Healthcare,296.19,NY,0
T001414,C0026,2024-11-06,ExxonMobil,Gas,31.7,CA,0
T001415,C0134,2024-09-11,Trader Joes,Groceries,163.43,DC,0
T001416,C0173,2024-08-16,Comcast,Utilities,192.36,FL,0
T001417,C0139,2024-04-18,AMC Theaters,Entertainment,14.37,TX,0
T001418,C0180,2024-08-10,Chipotle,Dining,2822.51,IL,1
T001419,C0084,2024-04-22,ExxonMobil,Gas,63.15,FL,0
T001420,C0172,2024-09-30,Starbucks,Dining,79.69,NY,0
T001421,C0178,2024-10-21,Walgreens,Healthcare,232.24,TX,0
T001422,C0165,2024-07-14,Urgent Care,Healthcare,199.64,FL,0
T001423,C0112,2024-05-12,AMC Theaters,Entertainment,11.36,TX,0
T001424,C0023,2024-02-29,Walgreens,Healthcare,176.12,CA,0
T001425,C0081,2024-06-08,Shell,Gas,23.71,IL,0
T001426,C0100,2024-07-05,ExxonMobil,Gas,67.85,IL,0
T001427,C0033,2024-07-21,Netflix,Entertainment,5.51,TX,0
T001428,C0081,2024-04-22,Uber,Travel,424.87,IL,0
T001429,C0154,2024-12-06,Target,Shopping,426.83,NY,0
T001430,C0009,2024-09-14,LabCorp,Healthcare,297.2,CA,0
T001431,C0181,2024-09-10,Comcast,Utilities,79.55,MD,0
T001432,C0016,2024-04-17,Walgreens,Healthcare,255.94,IL,0
T001433,C0058,2024-09-06,Trader Joes,Groceries,150.93,IL,0
T001434,C0169,2024-10-07,Delta Airlines,Travel,344.21,CA,0
T001435,C0122,2024-07-19,Urgent Care,Healthcare,30.83,CA,0
T001436,C0073,2024-02-19,Steam,Entertainment,12.2,NY,0
T001437,C0149,2024-08-22,Safeway,Groceries,137.83,NY,0
T001438,C0114,2024-03-15,Dominion Energy,Utilities,65.66,FL,0
T001439,C0051,2024-10-21,Safeway,Groceries,38.35,DC,0
T001440,C0038,2024-12-13,Chevron,Gas,70.5,DC,0
T001441,C0025,2024-04-01,Urgent Care,Healthcare,284.07,TX,0
T001442,C0132,2024-03-17,Urgent Care,Healthcare,191.82,FL,0
T001443,C0009,2024-07-22,Starbucks,Dining,63.75,CA,0
T001444,C0045,2024-08-25,Shell,Gas,71.89,MD,0
T001445,C0071,2024-01-06,Dominion Energy,Utilities,50.4,NY,0
T001446,C0126,2024-10-27,Netflix,Entertainment,36.51,MD,0
T001447,C0071,2024-07-15,Starbucks,Dining,63.26,NY,0
T001448,C0112,2024-02-20,Target,Shopping,172.74,TX,0
T001449,C0138,2024-12-24,Airbnb,Travel,64.81,DC,0
T001450,C0138,2024-09-22,Verizon,Utilities,172.31,DC,0
T001451,C0167,2024-12-03,Starbucks,Dining,108.74,MD,0
T001452,C0154,2024-10-11,Delta Airlines,Travel,385.42,NY,0
T001453,C0011,2024-11-30,Marriott,Travel,170.91,TX,0
T001454,C0193,2024-03-04,Whole Foods,Groceries,111.11,IL,0
T001455,C0140,2024-12-02,Airbnb,Travel,50.06,DC,0
T001456,C0133,2024-03-12,Best Buy,Shopping,294.88,VA,0
T001457,C0134,2024-12-18,Walgreens,Healthcare,38.71,DC,0
T001458,C0061,2024-03-13,Trader Joes,Groceries,73.95,MD,0
T001459,C0035,2024-05-22,Spotify,Entertainment,12.07,TX,0
T001460,C0020,2024-07-14,Walmart,Shopping,330.14,MD,0
T001461,C0117,2024-12-12,McDonalds,Dining,56.79,MD,0
T001462,C0138,2024-11-18,Netflix,Entertainment,45.3,DC,0
T001463,C0179,2024-10-15,Spotify,Entertainment,41.15,IL,0
T001464,C0155,2024-03-19,Airbnb,Travel,287.27,CA,0
T001465,C0098,2024-02-09,Trader Joes,Groceries,68.62,CA,0
T001466,C0176,2024-06-17,Shell,Gas,58.41,VA,0
T001467,C0086,2024-04-25,Target,Shopping,147.72,MD,0
T001468,C0057,2024-03-04,Shell,Gas,30.54,VA,0
T001469,C0079,2024-09-27,Verizon,Utilities,89.31,DC,0
T001470,C0073,2024-01-25,Amazon,Shopping,97.81,NY,0
T001471,C0100,2024-12-13,Uber,Travel,776.0,IL,0
T001472,C0153,2024-10-30,Chevron,Gas,1783.91,NY,1
T001473,C0040,2024-07-12,Marriott,Travel,475.67,FL,0
T001474,C0186,2024-12-13,Walgreens,Healthcare,186.52,IL,0
T001475,C0047,2024-08-27,Dominion Energy,Utilities,115.38,VA,0
T001476,C0110,2024-11-21,Spotify,Entertainment,52.19,VA,0
T001477,C0105,2024-11-20,CVS Pharmacy,Healthcare,33.05,DC,0
T001478,C0024,2024-02-13,Delta Airlines,Travel,607.56,TX,0
T001479,C0127,2024-12-12,Kroger,Groceries,111.56,DC,0
T001480,C0123,2024-07-26,Verizon,Utilities,32.36,VA,0
T001481,C0191,2024-12-25,Kroger,Groceries,116.18,VA,0
T001482,C0190,2024-03-27,Kroger,Groceries,141.41,NY,0
T001483,C0135,2024-02-08,AMC Theaters,Entertainment,25.19,DC,0
T001484,C0091,2024-09-10,Kroger,Groceries,88.24,NY,0
T001485,C0029,2024-10-03,Walgreens,Healthcare,256.73,NY,0
T001486,C0075,2024-05-30,Best Buy,Shopping,2077.94,VA,1
T001487,C0101,2024-11-25,Spotify,Entertainment,33.35,CA,0
T001488,C0119,2024-07-01,Verizon,Utilities,31.0,DC,0
T001489,C0077,2024-01-03,CVS Pharmacy,Healthcare,111.42,NY,0
T001490,C0103,2024-02-21,CVS Pharmacy,Healthcare,134.93,VA,0
T001491,C0136,2024-03-04,Airbnb,Travel,2423.62,FL,1
T001492,C0065,2024-07-21,Steam,Entertainment,25.59,CA,0
T001493,C0047,2024-08-12,Amazon,Shopping,333.3,VA,0
T001494,C0036,2024-01-03,Urgent Care,Healthcare,114.18,IL,0
T001495,C0051,2024-05-25,Starbucks,Dining,14.43,DC,0
T001496,C0191,2024-03-23,CVS Pharmacy,Healthcare,203.2,VA,0
T001497,C0171,2024-08-03,Amazon,Shopping,252.2,CA,0
T001498,C0175,2024-07-23,Uber,Travel,426.39,CA,0
T001499,C0100,2024-02-25,Delta Airlines,Travel,644.53,IL,0
T001500,C0089,2024-01-27,Trader Joes,Groceries,142.1,IL,0
T001501,C0153,2024-09-02,Kroger,Groceries,72.1,NY,0
T001502,C0195,2024-11-12,BP,Gas,29.15,DC,0
T001503,C0064,2024-05-14,Amazon,Shopping,497.21,IL,0
T001504,C0110,2024-12-27,Steam,Entertainment,48.05,VA,0
T001505,C0187,2024-10-29,Marriott,Travel,521.68,MD,0
T001506,C0031,2024-01-20,Airbnb,Travel,255.4,NY,0
T001507,C0038,2024-11-11,Shell,Gas,31.98,DC,0
T001508,C0098,2024-12-24,ExxonMobil,Gas,58.0,CA,0
T001509,C0087,2024-02-01,Chevron,Gas,50.59,TX,0
T001510,C0078,2024-07-05,McDonalds,Dining,40.86,IL,0
T001511,C0108,2024-01-25,Spotify,Entertainment,2151.08,FL,1
T001512,C0083,2024-08-29,Spotify,Entertainment,20.41,FL,0
T001513,C0111,2024-09-08,Uber,Travel,322.69,FL,0
T001514,C0025,2024-06-18,Trader Joes,Groceries,84.9,TX,0
T001515,C0191,2024-11-28,Walgreens,Healthcare,90.02,VA,0
T001516,C0023,2024-11-18,Starbucks,Dining,91.68,CA,0
T001517,C0151,2024-12-26,AMC Theaters,Entertainment,29.52,IL,0
T001518,C0140,2024-08-30,LabCorp,Healthcare,297.0,DC,0
T001519,C0185,2024-03-06,Delta Airlines,Travel,193.78,VA,0
T001520,C0065,2024-08-17,LabCorp,Healthcare,192.66,CA,0
T001521,C0112,2024-08-02,Local Bistro,Dining,67.61,TX,0
T001522,C0006,2024-12-22,Uber,Travel,775.62,NY,0
T001523,C0145,2024-07-22,Trader Joes,Groceries,109.1,DC,0
T001524,C0132,2024-08-12,Starbucks,Dining,92.58,FL,0
T001525,C0200,2024-11-06,Chevron,Gas,36.29,NY,0
